1.5871,1.6047,1.5905,1.5915,1.5875,1.6071,1.5907,1.5782,1.5803,1.5836,1.5887,1.5189,1.5819,1.5805,1.6136,1.5831,1.589,1.5821,1.6009,1.581,1.5828,1.5787,1.6022,1.5815,1.5811,1.6145,1.5915,1.603,1.6192,1.5877,1.5848,1.6217,1.5837,1.5815,1.5921,1.5875,1.591,1.5816,1.5715,1.5813,1.6033,1.5917,1.581,1.5207,1.5953,1.5907,1.5866,1.5964,1.6004,1.5823,1.5877,1.5859,1.6132,1.5804,1.5986,1.5975,1.5783,1.5794,1.5954,1.6065,1.518,1.5961,1.591,1.6025,1.5809,1.578,1.5814,1.5836,1.5726,1.5899,1.5896,1.5855,1.6078,1.6028,1.5835,1.5846,1.5964,1.5835,1.5908,1.5959,1.592,1.6009,1.5828,1.5811,1.5832,1.5803,1.5836,1.5925,1.5916,1.5925,1.5864,1.5984,1.5788,1.5811,1.5834,1.5809,1.5904,1.5932,1.6218,1.581,2
1.5871,1.6047,1.5905,1.5915,1.5875,1.6071,1.5907,1.5782,1.5803,1.5836,1.5887,1.5189,1.5819,1.5805,1.6136,1.5831,1.589,1.5821,1.6009,1.581,1.5828,1.5787,1.6022,1.5815,1.5811,1.6145,1.5915,1.603,1.6192,1.5877,1.5848,1.6217,1.5837,1.5815,1.5921,1.5875,1.591,1.5816,1.5715,1.5813,1.6033,1.5917,1.581,1.5207,1.5953,1.5907,1.5866,1.5964,1.6004,1.5823,1.5877,1.5859,1.6132,1.5804,1.5986,1.5975,1.5783,1.5794,1.5954,1.6065,1.518,1.5961,1.591,1.6025,1.5809,1.578,1.5814,1.5836,1.5726,1.5899,1.5896,1.5855,1.6078,1.6028,1.5835,1.5846,1.5964,1.5835,1.5908,1.5959,1.592,1.6009,1.5828,1.5811,1.5832,1.5803,1.5836,1.5925,1.5916,1.5925,1.5864,1.5984,1.5788,1.5811,1.5834,1.5809,1.5904,1.5932,1.6218,1.581,2
1.5885,1.3816,1.5914,1.5836,1.5856,1.549,1.5849,1.5782,1.5804,1.5843,1.5961,1.5189,1.581,1.581,1.5123,1.5828,1.5868,1.5813,1.5833,1.5816,1.5822,1.5675,1.5863,1.5819,1.5811,1.3843,1.5922,1.5822,1.4933,1.5877,1.5786,1.5604,1.5838,1.5817,1.5891,1.5877,1.5425,1.586,1.5712,1.5805,1.3286,1.5876,1.581,1.5207,1.5513,1.5886,1.5858,1.509,1.6232,1.5832,1.5478,1.5916,1.5474,1.5848,1.6007,1.6079,1.5767,1.5797,1.5955,1.53,1.518,1.3786,1.5891,1.5948,1.5814,1.5781,1.5819,1.5203,1.5722,1.5755,1.603,1.5839,1.5397,1.5979,1.5819,1.597,1.5801,1.583,1.5698,1.5783,1.2903,1.5469,1.5674,1.5811,1.5824,1.58,1.5034,1.5895,1.5917,1.5664,1.6023,1.5672,1.5523,1.5811,1.4376,1.5744,1.5778,1.5156,1.3423,1.581,1
1.5902,1.8808,1.5851,1.5768,1.572,1.6104,1.5424,1.5783,1.5809,1.5877,1.5764,1.5189,1.581,1.5844,1.6209,1.5806,1.5694,1.5794,1.6813,1.5851,1.5777,1.5978,1.612,1.5844,1.5809,1.7494,1.5618,1.5241,1.7518,1.5741,1.6004,1.6641,1.5959,1.5834,1.5678,1.607,1.6544,1.5895,1.5693,1.5821,1.8691,1.5812,1.581,1.5213,1.6946,1.5657,1.5751,1.6491,1.6015,1.5795,1.6459,1.5906,1.6284,1.5818,1.5654,1.5818,1.5983,1.5809,1.5339,1.8044,1.518,1.838,1.5759,1.5759,1.5849,1.5787,1.5847,1.5852,1.5696,1.6459,1.5594,1.5681,1.7101,1.5571,1.5738,1.5978,1.5879,1.578,1.6751,1.6582,1.7663,1.6391,1.5932,1.5809,1.5763,1.5779,1.7658,1.5687,1.5671,1.7279,1.5483,1.6159,1.5619,1.5811,1.5925,1.5834,1.5627,1.6673,1.8971,1.581,2
1.5871,1.6046,1.5905,1.5909,1.5875,1.6071,1.5906,1.5782,1.5803,1.5836,1.5887,1.5189,1.5819,1.5805,1.6136,1.5831,1.589,1.5821,1.6009,1.581,1.5828,1.5787,1.6021,1.5815,1.5811,1.6145,1.5915,1.6031,1.6192,1.5877,1.5848,1.6216,1.5714,1.5815,1.5921,1.5875,1.591,1.5816,1.5715,1.5813,1.6032,1.5915,1.581,1.5207,1.5953,1.5907,1.5832,1.5964,1.6003,1.5823,1.5877,1.5859,1.6133,1.5804,1.5986,1.5976,1.5783,1.5794,1.5954,1.6065,1.518,1.5961,1.591,1.6025,1.5809,1.578,1.5814,1.5836,1.5726,1.59,1.5896,1.5855,1.6078,1.5937,1.5835,1.5846,1.5964,1.5835,1.5908,1.5959,1.592,1.6008,1.5828,1.5811,1.5832,1.5803,1.5836,1.5924,1.5916,1.5925,1.5864,1.5984,1.5788,1.5811,1.5834,1.5809,1.5903,1.5932,1.6217,1.581,2
1.5876,1.7194,1.6059,1.6261,1.6192,1.5934,1.6096,1.5772,1.5771,1.5885,1.5828,1.5189,1.5888,1.5708,1.6464,1.5873,1.6239,1.5895,1.6497,1.5705,1.5931,1.5706,1.6125,1.5722,1.5813,1.5505,1.577,1.58,1.7152,1.5993,1.5817,1.6484,1.5946,1.5765,1.6411,1.5998,1.5802,1.5909,1.5755,1.5852,1.7589,1.5812,1.581,1.5208,1.6798,1.6341,1.597,1.5972,1.697,1.5827,1.6621,1.5965,1.6083,1.5715,1.5846,1.6274,1.6351,1.5746,1.596,1.7451,1.518,1.7163,1.6172,1.5708,1.5717,1.5756,1.5713,1.6185,1.5792,1.6449,1.6095,1.6171,1.6705,1.6379,1.5958,1.6145,1.6597,1.5924,1.684,1.6631,1.6997,1.628,1.5776,1.5813,1.5975,1.5833,1.7202,1.6405,1.5911,1.791,1.549,1.6023,1.5874,1.5811,1.6129,1.5801,1.6328,1.643,1.778,1.581,1
1.592,1.8218,1.612,1.6123,1.6137,1.6496,1.6451,1.5775,1.5777,1.5886,1.5719,1.5189,1.5874,1.5727,1.6503,1.5864,1.6171,1.587,1.5586,1.5724,1.5913,1.5939,1.6181,1.5739,1.5813,1.615,1.5686,1.5691,1.717,1.6003,1.6027,1.6538,1.5832,1.5773,1.6336,1.5982,1.6024,1.5964,1.5746,1.5858,1.7241,1.5681,1.581,1.5208,1.6655,1.6287,1.5989,1.5981,1.6927,1.5789,1.5961,1.5824,1.6077,1.592,1.636,1.6067,1.5533,1.5754,1.5927,1.6478,1.518,1.7502,1.6139,1.5942,1.5736,1.5761,1.5731,1.613,1.5782,1.6334,1.6235,1.6149,1.7719,1.6425,1.6174,1.6211,1.5961,1.5918,1.6897,1.6642,1.7419,1.6296,1.6062,1.5813,1.595,1.582,1.6291,1.6334,1.5913,1.8367,1.5876,1.5652,1.6212,1.5811,1.5938,1.5728,1.698,1.5919,1.7036,1.581,2
1.5831,1.2213,1.5585,1.5752,1.5783,1.5797,1.5391,1.5783,1.5807,1.5839,1.6031,1.5189,1.5839,1.5829,1.5206,1.5817,1.5783,1.5833,1.5525,1.5835,1.5798,1.5747,1.602,1.5834,1.5811,1.3418,1.5832,1.5831,1.4314,1.5841,1.5712,1.4933,1.5714,1.5826,1.5778,1.5736,1.5542,1.5772,1.5702,1.5818,1.2035,1.5874,1.581,1.5207,1.5978,1.5783,1.5793,1.5313,1.5953,1.5822,1.519,1.5873,1.5604,1.5638,1.5858,1.5925,1.5725,1.5804,1.5945,1.4858,1.518,1.3309,1.5819,1.5989,1.5833,1.5785,1.5835,1.5418,1.5707,1.5165,1.5867,1.578,1.4825,1.58,1.5536,1.5833,1.5499,1.5811,1.5599,1.5693,1.2664,1.5379,1.5918,1.5811,1.5791,1.579,1.4944,1.5783,1.5907,1.5168,1.5035,1.5513,1.5831,1.5811,1.4381,1.5675,1.5976,1.5171,1.2465,1.581,1
1.5743,1.8182,1.6074,1.5805,1.5855,1.6294,1.6131,1.5782,1.5803,1.5853,1.5693,1.5189,1.5846,1.581,1.6068,1.5825,1.5841,1.5736,1.8601,1.5814,1.5822,1.5729,1.6434,1.5816,1.5813,1.6231,1.5633,1.6114,1.741,1.589,1.578,1.6532,1.6075,1.5818,1.59,1.5871,1.7101,1.5924,1.571,1.585,1.6917,1.5864,1.581,1.5207,1.7478,1.5852,1.5851,1.6477,1.6287,1.5814,1.7611,1.6045,1.6255,1.5977,1.5608,1.5876,1.632,1.5794,1.5917,1.8094,1.518,1.6611,1.5908,1.5987,1.5816,1.5781,1.5814,1.5991,1.5725,1.6644,1.5861,1.5818,1.7223,1.5923,1.6091,1.6154,1.599,1.5823,1.7566,1.6454,1.7461,1.6342,1.5306,1.5811,1.5824,1.5789,1.7715,1.5911,1.5881,1.8057,1.5286,1.6819,1.5849,1.5811,1.5369,1.5826,1.6172,1.5814,1.8909,1.581,2
1.3833,1.5029,1.4675,1.3338,1.3603,1.2939,1.3174,1.3755,1.3699,1.3621,1.3839,1.5189,1.3459,1.3624,1.3224,1.3618,1.3651,1.4265,1.3826,1.3589,1.3623,1.3584,1.3568,1.3595,1.3806,1.4534,1.5387,1.3787,1.3479,1.3604,1.3561,1.3897,1.3525,1.367,1.3517,1.4399,1.4092,1.3635,1.4045,1.3455,1.5912,1.3624,1.3621,1.5175,1.3638,1.3593,1.3573,1.4444,1.3917,1.3177,1.1659,1.4651,1.45,1.3807,1.362,1.3491,1.3591,1.3688,1.392,1.3149,1.518,1.44,1.3458,1.3567,1.3581,1.3801,1.3591,1.3882,1.3974,1.3337,1.3202,1.3547,1.3918,1.3415,1.3538,1.3645,1.3178,1.3564,1.3257,1.3111,1.3627,1.3595,1.3824,1.3406,1.3646,1.3759,1.3353,1.3518,1.3498,1.4186,1.3894,1.374,1.4452,1.3627,1.3513,1.3445,1.3616,1.1973,1.5555,1.3663,1
