1.2811,1.2491,1.2796,1.2816,1.2709,1.2764,1.2969,1.2949,1.285,1.2808,1.2857,1.2782,1.2796,1.2821,1.2815,1.2721,1.2734,1.279,1.2864,1.2783,1.2743,1.2975,1.2882,1.2774,1.2807,1.2487,1.2788,1.2828,1.2745,1.2818,1.2804,1.2764,1.2863,1.2802,1.2677,1.3347,1.2731,1.2793,1.294,1.277,1.264,1.2751,1.2846,1.2746,1.2785,1.2719,1.2703,1.2725,1.2805,1.2945,1.2708,1.2802,1.2816,1.2918,1.28,1.2812,1.2785,1.2914,1.2798,1.2769,1.2753,1.2699,1.2649,1.2803,1.2751,1.2856,1.2824,1.291,1.2992,1.2737,1.2737,1.2812,1.2879,1.3294,1.2823,1.2766,1.2818,1.2666,1.2896,1.2792,1.2819,1.2781,1.2802,1.2806,1.2751,1.3067,1.2702,1.2677,1.2743,1.28,1.2846,1.2759,1.2761,1.276,1.2656,1.2802,1.2821,1.3198,1.2602,1.3043,2
1.2811,1.249,1.2796,1.2817,1.2708,1.2763,1.2969,1.2949,1.285,1.2808,1.2857,1.2782,1.2795,1.282,1.2815,1.272,1.2734,1.279,1.2864,1.2782,1.2742,1.2975,1.2881,1.2773,1.2807,1.2486,1.2786,1.2828,1.2744,1.2818,1.2804,1.2764,1.2862,1.28,1.2676,1.3346,1.2731,1.2793,1.2913,1.277,1.2638,1.275,1.2847,1.2737,1.2785,1.2718,1.2702,1.2724,1.2805,1.2945,1.2707,1.2802,1.2816,1.2918,1.28,1.2812,1.2785,1.2913,1.2798,1.2769,1.2752,1.2699,1.2648,1.2803,1.275,1.2856,1.2823,1.2909,1.2992,1.2736,1.2736,1.2812,1.2879,1.3294,1.2823,1.2766,1.2818,1.2666,1.2896,1.2792,1.2818,1.278,1.2801,1.2806,1.2751,1.3066,1.2702,1.267,1.2745,1.28,1.2846,1.2759,1.2761,1.276,1.2656,1.2802,1.2821,1.3198,1.2601,1.303,2
1.2812,1.1306,1.2928,1.2833,1.2876,1.3065,1.2842,1.1502,1.2229,1.2808,1.2828,1.2688,1.2222,1.2119,1.1323,1.2731,1.2934,1.2798,1.269,1.2373,1.2674,1.2811,1.2223,1.2432,1.2807,1.1946,1.1855,1.2809,1.2294,1.2793,1.2798,1.2381,1.1798,1.2479,1.3033,1.0029,1.285,1.2814,1.098,1.3108,1.1357,1.2905,1.2573,1.3152,1.2794,1.2927,1.2839,1.2887,1.2804,1.2906,1.2199,1.2802,1.0931,1.2768,1.2803,1.29,1.2636,1.1716,1.2823,1.2769,1.2496,1.1729,1.2848,1.2779,1.2385,1.225,1.2332,1.223,1.0991,1.1429,1.305,1.2993,1.2507,1.3294,1.2978,1.2938,1.2793,1.2992,1.2746,1.2844,1.1162,1.0603,1.3135,1.2773,1.2654,1.0159,1.2438,1.303,1.2871,1.2977,1.2953,1.2767,1.2924,1.267,1.0857,1.2842,1.2777,1.2574,1.1916,1.2996,1
1.2812,1.2173,1.2746,1.2829,1.2688,1.2651,1.2861,1.2435,1.2494,1.2808,1.2923,1.2684,1.2412,1.2467,1.2552,1.2611,1.2745,1.2792,1.2674,1.2458,1.2615,1.2984,1.2537,1.2524,1.2807,1.2159,1.2131,1.2828,1.2776,1.2808,1.2789,1.2534,1.2317,1.2513,1.273,1.2893,1.2732,1.2795,1.2346,1.2779,1.2443,1.2926,1.2779,1.2837,1.2786,1.2726,1.2662,1.2622,1.2803,1.292,1.2526,1.2802,1.214,1.301,1.2802,1.2846,1.2462,1.2426,1.2804,1.2729,1.258,1.1679,1.2614,1.2802,1.2459,1.2528,1.2451,1.2131,1.2419,1.2076,1.2783,1.2779,1.2753,1.3294,1.2913,1.2809,1.2815,1.2696,1.2842,1.2825,1.2491,1.2392,1.2856,1.2807,1.2615,1.2261,1.2584,1.2729,1.2766,1.2813,1.2885,1.2765,1.2783,1.2828,1.267,1.2843,1.2811,1.2939,1.232,1.3002,1
1.2808,1.2209,1.2249,1.2857,1.2222,1.2422,1.315,1.2448,1.2145,1.2808,1.2743,1.2397,1.178,1.2105,1.2307,1.2134,1.2357,1.2787,1.2584,1.1969,1.2146,1.2995,1.2415,1.1989,1.2807,1.1694,1.1684,1.2829,1.2482,1.2816,1.2833,1.2574,1.214,1.1957,1.2281,1.1688,1.2664,1.2794,1.2719,1.2643,1.1006,1.2659,1.2784,1.2594,1.2799,1.2306,1.2141,1.2522,1.2805,1.2979,1.2476,1.2802,1.2019,1.2792,1.2799,1.2441,1.2568,1.2288,1.2791,1.2645,1.2326,1.2281,1.2041,1.2786,1.2021,1.2322,1.1932,1.1885,1.2779,1.2197,1.2606,1.2703,1.2692,1.3294,1.2594,1.2869,1.2824,1.2245,1.305,1.2729,1.2022,1.134,1.2731,1.2805,1.2163,1.2839,1.2556,1.2264,1.2709,1.2473,1.2651,1.2749,1.2682,1.2676,1.2429,1.2833,1.2827,1.2725,1.1867,1.2903,1
1.281,1.3363,1.3179,1.2957,1.349,1.3178,1.2894,1.4332,1.4105,1.2808,1.2974,1.3457,1.4592,1.4352,1.5119,1.3784,1.3318,1.2794,1.3705,1.4251,1.3784,1.3124,1.4037,1.4118,1.2807,1.427,1.4125,1.2814,1.3176,1.2804,1.2781,1.3656,1.472,1.409,1.3322,1.4284,1.2858,1.2795,1.4051,1.2927,1.3073,1.2692,1.2898,1.2936,1.2831,1.3315,1.3584,1.3239,1.2804,1.2905,1.3251,1.2802,1.4634,1.2749,1.2801,1.3275,1.4142,1.4451,1.281,1.2971,1.3733,1.5176,1.3851,1.2764,1.4267,1.3883,1.4241,1.4708,1.4145,1.4811,1.2968,1.2954,1.3303,1.3294,1.2718,1.2801,1.281,1.349,1.3029,1.2672,1.5399,1.3005,1.311,1.2789,1.3761,1.4266,1.3498,1.334,1.2784,1.2656,1.2909,1.284,1.312,1.2923,1.4218,1.3097,1.2776,1.4239,1.3686,1.2632,1
1.8528,1.7649,1.6904,1.8892,1.7593,1.634,1.7842,1.7889,1.6589,1.6999,1.7417,1.6133,1.6385,1.799,1.4927,1.6871,1.7928,1.7145,1.7121,1.65,1.7071,1.7466,1.7568,1.6066,1.6999,1.9287,1.8615,1.6891,1.6407,1.7,1.9671,1.7625,1.7174,1.6576,1.7349,1.6664,1.7887,1.7369,1.833,1.7798,1.7421,1.5645,1.8136,1.9655,1.7028,1.7667,1.6396,1.575,2.0849,1.6389,1.8775,1.7028,1.7161,1.6912,1.7066,1.6471,1.6342,1.751,1.6993,1.8126,1.6788,2.0117,1.4961,2.0399,1.7204,1.6916,1.623,1.8685,1.7963,1.8973,1.6397,1.6695,1.6895,1.3295,1.6924,1.8051,1.6954,1.6369,1.712,1.7314,1.8043,1.7459,1.8891,1.892,1.7185,1.9629,1.7392,1.694,1.7001,1.556,1.6542,1.8261,1.6631,1.746,1.7659,1.6789,1.7013,1.6276,1.6975,1.6972,2
1.6745,1.8245,1.7085,1.6788,1.6953,1.665,1.6709,1.7104,1.7571,1.6999,1.7292,1.7437,1.74,1.723,1.7629,1.7104,1.6913,1.6997,1.577,1.7521,1.7124,1.7319,1.7519,1.7576,1.6999,1.7508,1.7517,1.7009,1.6302,1.7,1.8353,1.7573,1.75,1.7051,1.6943,1.7049,1.7323,1.6893,1.7587,1.7323,1.7442,1.7267,1.686,1.6611,2.0673,1.6923,1.7147,1.9031,1.6514,1.6843,1.7929,1.7028,1.7331,1.6756,1.6992,1.7809,1.8309,1.7245,1.6993,1.7568,1.7535,1.9632,1.7529,2.0795,1.7223,1.7562,1.7573,1.9622,1.7426,1.8323,1.7077,1.6989,1.7362,1.334,1.7569,1.8278,1.6954,1.7157,1.7182,1.7453,1.8182,1.7806,1.6492,1.6831,1.7104,1.877,1.7358,1.7002,1.7001,1.614,1.7949,1.7221,1.647,1.6608,1.7597,1.8292,1.701,1.6244,1.6687,1.6981,2
1.2813,1.1081,1.2849,1.273,1.2721,1.2621,1.2526,1.1038,1.1818,1.2808,1.2835,1.2579,1.1717,1.1858,1.0979,1.2537,1.278,1.2792,1.2539,1.2092,1.2507,1.1797,1.1736,1.2202,1.2807,1.116,1.1293,1.2827,1.2449,1.2808,1.281,1.2116,1.1154,1.2093,1.28,1.0228,1.27,1.2785,1.0334,1.2793,1.1526,1.2903,1.2698,1.2873,1.2778,1.2786,1.2707,1.2234,1.2804,1.2949,1.2028,1.2802,1.012,1.306,1.2802,1.2784,1.2558,1.1251,1.2802,1.2654,1.2319,1.0922,1.2473,1.2818,1.2201,1.182,1.2005,1.1067,1.0304,1.085,1.2798,1.2802,1.1557,1.3294,1.2914,1.2726,1.2811,1.256,1.2477,1.2858,1.0553,1.0708,1.3191,1.2815,1.2484,0.92404,1.2426,1.2789,1.2805,1.2797,1.27,1.2789,1.247,1.2861,1.0566,1.2775,1.2816,1.2605,1.1816,1.3016,1
1.2811,1.2002,1.2665,1.2713,1.2378,1.2364,1.2739,1.2649,1.2583,1.2808,1.2826,1.2573,1.2375,1.2433,1.2492,1.2352,1.2454,1.2785,1.2571,1.2383,1.2407,1.2715,1.2755,1.242,1.2807,1.1305,1.2025,1.2819,1.2356,1.2826,1.2835,1.2441,1.2599,1.2459,1.2321,1.1886,1.2562,1.2782,1.2851,1.2717,1.2205,1.2486,1.2844,1.2483,1.2778,1.2427,1.234,1.2321,1.2805,1.2964,1.2418,1.2802,1.2545,1.2549,1.2799,1.2572,1.2567,1.2571,1.2788,1.2761,1.2524,1.2429,1.217,1.2818,1.233,1.2652,1.2438,1.2312,1.2856,1.2346,1.2478,1.2613,1.2721,1.3294,1.2689,1.2757,1.2827,1.2227,1.3015,1.2863,1.2183,1.1757,1.2311,1.2814,1.2434,1.4105,1.2567,1.2314,1.2697,1.2533,1.2823,1.2744,1.2637,1.2647,1.2257,1.2682,1.2842,1.3025,1.2064,1.2876,1
